Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Lamy        ;Bernard   ;male  ;60;4/11/1964;170;105.3;78700;64 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;143.102.351;44208
Bellefeuille;Toussaint ;male  ;43;10/11/1980;173;69.1;60200;35 rue Victor Hugo           ;COMPIÈGNE           ;357.868.395;44209
Blais       ;Aubrey    ;male  ;28;6/30/1995;182;78.9;35700;52 rue Lenotre               ;RENNES              ;234.814.141;44210
Mathieu     ;Alexandrin;female;27;7/23/1996;169;90.9;83600;12 rue Isambard              ;FRÉJUS              ;456.465.629;44211
Levasseur   ;Damiane   ;female;58;4/12/1966;168;85.9;83100;61 rue du Fossé des Tanneurs ;TOULON              ;437.901.066;44212
Dubeau      ;Jacqueline;female;24;1/19/2000;175;56.3;97231;18 rue Adolphe Wurtz         ;LE ROBERT           ;513.628.386;44213
Desruisseaux;Fantina   ;female;24;8/13/1999;165;58.8;94210;26 rue du Clair Bocage       ;LA VARENNE-SAINT-HIL;164.981.098;44214
Lacroix     ;Aya       ;female;79;3/19/1945;151;83.3;47000;33 rue Gontier-Patin         ;AGEN                ;581.918.363;44215
Gregoire    ;Thérèse   ;female;23;12/7/2000;165;53.1;97460;97 rue Gouin de Beauchesne   ;SAINT-PAUL          ;201.914.446;44216
Barjavel    ;Melville  ;male  ;31;11/18/1992;182;111.1;59170;7 boulevard Bryas            ;CROIX               ;363.824.029;44217
Langelier   ;Melusina  ;female;50;10/1/1973;172;53.7;75019;39 Faubourg Saint Honoré     ;PARIS               ;136.260.047;44218
Tardif      ;Stéphanie ;female;47;11/15/1976;155;79.2;33000;27 avenue de l'Amandier      ;BORDEAUX            ;553.497.640;44219
Ruel        ;Charlot   ;male  ;76;3/25/1948;174;72.7;16100;57 Place de la Gare          ;COGNAC              ;512.532.462;44220
Echeverri   ;Favor     ;female;26;7/7/1997;164;85.1;29900;84 rue Victor Hugo           ;CONCARNEAU          ;244.703.174;44221
Guérette    ;Dorene    ;female;50;1/21/1974;160;61.6;7000;11 rue de Penthièvre         ;PRIVAS              ;434.271.103;44222
Charrette   ;Delphine  ;female;43;2/23/1981;162;103.7;13011;85 boulevard de la Liberation;MARSEILLE           ;402.527.064;44223
Rhéaume     ;Emmanuel  ;male  ;46;5/19/1977;177;71.2;7000;9 rue de Penthièvre          ;PRIVAS              ;494.064.932;44224
Truchon     ;Adrien    ;male  ;81;9/11/1942;180;64.6;94350;50 rue Marguerite            ;VILLIERS-SUR-MARNE  ;147.722.660;44225
Vaillancourt;Georgette ;female;50;1/12/1974;159;73.4;91120;35 Square de la Couronne     ;PALAISEAU           ;102.512.943;44226
Bertrand    ;Gemma     ;female;60;12/6/1963;172;92.9;92200;49 rue de Raymond Poincaré   ;NEUILLY-SUR-SEINE   ;116.463.289;44227
Trottier    ;Nadine    ;female;61;4/24/1963;160;77.9;78500;38 rue du Président Roosevelt;SARTROUVILLE        ;171.591.725;44228
Daviau      ;Valérie   ;female;44;10/15/1979;155;70.3;57070;4 Rue St Ferréol             ;METZ                ;318.493.007;44229
Doucet      ;Mercer    ;male  ;53;12/31/1970;170;105.8;97232;12 rue Michel Ange           ;LE LAMENTIN         ;576.917.998;44230
Mathieu     ;Noelle    ;female;58;4/30/1966;161;74.4;42300;38 rue Gustave Eiffel        ;ROANNE              ;485.692.690;44231
De La Vergne;Adélaïde  ;female;30;7/20/1993;158;52.3;97450;11 avenue du Marechal Juin   ;SAINT-LOUIS         ;206.817.435;44232
Gauthier    ;Warrane   ;male  ;23;9/22/2000;186;69.6;4000;94 rue des lieutemants Thomaz;DIGNE-LES-BAINS     ;442.132.378;44233
Thibault    ;Villette  ;female;42;5/7/1982;157;82.3;52000;3 rue Ernest Renan           ;CHAUMONT            ;316.928.477;44234
Bordeaux    ;Gill      ;male  ;74;2/2/1950;184;76.5;2200;85 avenue Jules Ferry        ;SOISSONS            ;328.112.369;44235
Faure       ;Lucas     ;male  ;48;12/20/1975;167;89.2;93170;14 Rue Joseph Vernet         ;BAGNOLET            ;188.748.824;44236
Cailot      ;Nathalie  ;female;71;6/8/1952;154;50.5;94800;85 Place du Jeu de Paume     ;VILLEJUIF           ;156.976.038;44237
Daoust      ;Thomas    ;male  ;80;9/26/1943;176;89.4;69150;26 Cours Marechal-Joffre     ;DÉCINES-CHARPIEU    ;429.380.121;44238
Bourassa    ;Fortun    ;male  ;25;11/23/1998;177;56.1;26000;96 avenue de Provence        ;VALENCE             ;479.201.861;44239
Panetier    ;Felicien  ;male  ;55;9/11/1968;184;107.6;13007;57 cours Franklin Roosevelt  ;MARSEILLE           ;403.856.727;44240
Bondy       ;Gabriel   ;male  ;74;1/24/1950;172;63.5;27200;3 Rue Frédéric Chopin        ;VERNON              ;202.141.487;44241
Pirouet     ;Germain   ;male  ;46;8/25/1977;178;110.4;69110;42 rue Pierre Motte          ;SAINTE-FOY-LÈS-LYON ;472.571.656;44242
Perreault   ;Xavier    ;male  ;44;6/7/1979;189;105.1;2200;92 avenue Jules Ferry        ;SOISSONS            ;332.820.051;44243
Desforges   ;Gaspar    ;male  ;48;9/20/1975;167;84.8;69003;17 rue de la République      ;LYON                ;401.244.160;44244
Dumont      ;Logistilla;female;63;7/1/1960;163;92.9;76600;7 rue Michel Ange            ;LE HAVRE            ;280.397.820;44245
Grenier     ;Brice     ;female;31;3/7/1993;164;60.1;44100;23 place Stanislas           ;NANTES              ;261.322.109;44246
Despins     ;Yseult    ;female;49;3/10/1975;169;105.5;93220;63 rue Saint Germain         ;GAGNY               ;172.492.410;44247
Bisson      ;Aimée     ;female;71;10/13/1952;151;71.9;76300;69 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;250.585.190;44248
Lesage      ;Ila       ;female;40;3/16/1984;171;91.5;75012;72 Place de la Madeleine     ;PARIS               ;108.505.743;44249
Laurent     ;Apolline  ;female;71;10/28/1952;165;97.3;93400;49 rue Gouin de Beauchesne   ;SAINT-OUEN          ;125.090.336;44250
Sciverit    ;Maryse    ;female;29;8/24/1994;174;94.6;51200;30 Rue du Palais             ;ÉPERNAY             ;343.674.323;44251
Souplet     ;Zacharie  ;male  ;81;6/15/1942;182;78.5;75116;89 Faubourg Saint Honoré     ;PARIS               ;139.124.849;44252
Favreau     ;Caroline  ;female;33;5/27/1990;157;52.4;97232;58 rue Michel Ange           ;LE LAMENTIN         ;586.962.032;44253
Chartré     ;Clémence  ;female;50;8/22/1973;156;105.2;87000;4 Chemin Challet             ;LIMOGES             ;544.749.570;44254
Reault      ;Timothée  ;male  ;27;6/15/1996;181;111.6;11000;12 Rue Marie De Médicis      ;CARCASSONNE         ;491.498.936;44255
Bouvier     ;Zerbino   ;male  ;37;6/5/1986;180;111.3;94130;32 boulevard de Prague       ;NOGENT-SUR-MARNE    ;184.686.286;44256
Lagueux     ;Felicienne;female;66;11/6/1957;158;51.3;38130;58 Avenue Millies Lacroix    ;ÉCHIROLLES          ;402.550.122;44257
Bélair      ;Byron     ;male  ;82;6/29/1941;174;100;95110;35 rue des six frères Ruellan;SANNOIS             ;191.834.834;44258
Labrecque   ;Valiant   ;male  ;25;12/27/1998;172;56.3;6200;36 rue des Chaligny          ;NICE                ;441.082.666;44259
Talon       ;Donat     ;male  ;20;1/20/2004;172;93;12000;9 rue de Groussay            ;RODEZ               ;524.092.236;44260
Chalut      ;Auda      ;female;32;8/21/1991;157;94.3;97600;59 Rue de la Pompe           ;MAMOUDZOU           ;299.772.710;44261
Durepos     ;Paige     ;female;54;9/26/1969;166;58.2;92110;20 Rue de Strasbourg         ;CLICHY              ;194.093.122;44262
Langelier   ;Marine    ;female;58;2/21/1966;159;63.1;33110;84 boulevard Aristide Briand ;LE BOUSCAT          ;567.990.948;44263
Étoile      ;Gaetane   ;female;84;5/18/1939;163;88.9;75001;45 Square de la Couronne     ;PARIS               ;145.945.575;44264
Joly        ;Dorothée  ;female;70;4/27/1954;161;96.6;59493;19 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;369.995.796;44265
Fremont     ;Patricia  ;female;72;4/26/1952;154;98.3;69140;82 rue Gustave Eiffel        ;RILLIEUX-LA-PAPE    ;457.492.031;44266
Quenneville ;Fortun    ;male  ;52;12/27/1971;172;112.8;70000;39 Rue Frédéric Chopin       ;VESOUL              ;346.401.701;44267
Bizier      ;Amitee    ;female;83;6/14/1940;157;91.8;49400;30 rue du Président Roosevelt;SAUMUR              ;244.604.870;44268
St-Jean     ;Audric    ;male  ;74;8/28/1949;169;64.7;94200;44 route de Lyon             ;IVRY-SUR-SEINE      ;164.372.028;44269
Desroches   ;Jay       ;male  ;42;3/23/1982;176;99.8;97470;70 rue des Nations Unies     ;SAINT-BENOÎT        ;259.112.907;44270
Brisebois   ;Denise    ;female;40;9/5/1983;156;50.4;91120;47 Square de la Couronne     ;PALAISEAU           ;173.519.995;44271
Piedalue    ;Varden    ;male  ;30;5/25/1993;175;96.1;83140;72 avenue Jules Ferry        ;SIX-FOURS-LES-PLAGES;439.318.575;44272
Salois      ;Charles   ;male  ;65;5/14/1959;174;75.1;94200;98 route de Lyon             ;IVRY-SUR-SEINE      ;165.949.442;44273
Royer       ;Afrodille ;female;52;2/9/1972;154;68.5;38100;21 avenue Ferdinand de Lessep;GRENOBLE            ;403.611.696;44274
Morin       ;Arber     ;male  ;70;8/1/1953;168;99.1;45000;40 Rue Roussy                ;ORLÉANS             ;270.443.941;44275
Barrette    ;Senapus   ;male  ;35;11/25/1988;177;77.8;52000;91 rue Ernest Renan          ;CHAUMONT            ;331.900.615;44276
Moïse       ;Jeanette  ;female;49;1/20/1975;168;59.3;83300;13 rue des lieutemants Thomaz;DRAGUIGNAN          ;411.638.417;44277
Daoust      ;Vail      ;male  ;50;4/2/1974;188;111.9;78150;37 boulevard Aristide Briand ;LE CHESNAY          ;186.143.447;44278
Giroux      ;Lance     ;male  ;49;5/10/1975;176;93.6;92230;92 rue Saint Germain         ;GENNEVILLIERS       ;152.983.267;44279
Panetier    ;Mallory   ;male  ;70;5/7/1954;183;77.3;33400;21 rue du Faubourg National  ;TALENCE             ;529.727.520;44280
Cartier     ;Arnaud    ;male  ;55;9/23/1968;167;81.4;5000;58 rue Saint Germain         ;GAP                 ;427.900.783;44281
Bureau      ;Xavier    ;male  ;83;2/24/1941;172;95.5;31000;9 rue Pierre De Coubertin    ;TOULOUSE            ;512.814.298;44282
Gauthier    ;Delmar    ;male  ;47;8/13/1976;176;76.1;13600;87 rue des Soeurs            ;LA CIOTAT           ;468.413.827;44283
Laforest    ;Alita     ;female;22;10/20/2001;158;55;94130;13 boulevard de Prague       ;NOGENT-SUR-MARNE    ;199.827.489;44284
Bernard     ;Alfred    ;male  ;22;5/17/2001;175;103.5;94260;14 rue Isambard              ;FRESNES             ;171.463.170;44285
Deblois     ;Maurice   ;male  ;29;6/24/1994;178;100.6;84200;52 rue Porte d'Orange        ;CARPENTRAS          ;495.154.551;44286
Thivierge   ;Bruno     ;male  ;82;4/12/1942;162;76.3;24000;44 rue Clement Marot         ;PÉRIGUEUX           ;526.022.812;44287
Vaillancour ;Esperanza ;female;19;12/18/2004;167;70;95140;76 rue Saint Germain         ;GARGES-LÈS-GONESSE  ;114.748.926;44288
Duperré     ;Louise    ;female;36;2/10/1988;163;100.7;73100;37 Chemin des Bateliers      ;AIX-LES-BAINS       ;415.779.104;44289
L'Angelier  ;Warrane   ;male  ;60;7/6/1963;177;84.3;26000;7 avenue de Provence         ;VALENCE             ;418.110.806;44290
Moïse       ;Marguerite;female;61;1/14/1963;167;59.7;76200;1 Cours Marechal-Joffre      ;DIEPPE              ;208.615.306;44291
Gauthier    ;Somer     ;male  ;33;7/17/1990;180;78.2;34400;95 Rue Hubert de Lisle       ;LUNEL               ;443.715.051;44292
Pelland     ;Maurelle  ;female;22;5/12/2002;156;84.7;6300;55 rue des Chaligny          ;NICE                ;441.914.937;44293
Léveillé    ;Fanette   ;female;53;5/28/1970;173;90.5;93120;77 rue des Soeurs            ;LA COURNEUVE        ;118.486.088;44294
Maheu       ;Loring    ;male  ;47;8/8/1976;171;71.6;59280;32 rue de Lille              ;ARMENTIÈRES         ;310.646.592;44295
Marcoux     ;Mercer    ;male  ;50;9/19/1973;185;87.8;69140;97 rue Gustave Eiffel        ;RILLIEUX-LA-PAPE    ;430.210.330;44296
Brunelle    ;Verrill   ;male  ;84;6/30/1939;165;83.8;13007;73 cours Franklin Roosevelt  ;MARSEILLE           ;475.703.880;44297
Authier     ;Donatien  ;male  ;55;3/24/1969;167;79.5;34200;80 avenue de Bouvines        ;SÈTE                ;469.180.927;44298
Lamarre     ;Ruby      ;female;30;11/18/1993;159;82.3;20200;32 Rue du Limas              ;BASTIA              ;418.167.468;44299
Pichette    ;Leal      ;male  ;67;6/19/1956;169;97.6;84100;77 Rue Roussy                ;ORANGE              ;430.387.499;44300
Truchon     ;Fabien    ;male  ;72;3/12/1952;163;99.1;94400;39 Rue Bonnet                ;VITRY-SUR-SEINE     ;194.146.596;44301
Aucoin      ;Matthieu  ;male  ;62;10/29/1961;181;79.6;76130;34 rue des Coudriers         ;MONT-SAINT-AIGNAN   ;242.892.828;44302
Reault      ;Frédérique;female;49;8/24/1974;167;98.2;95160;87 Avenue des Pr'es          ;MONTMORENCY         ;100.645.180;44303
Ratté       ;Gaspar    ;male  ;40;7/3/1983;175;106.8;69001;26 rue de la République      ;LYON                ;456.201.631;44304
Lapierre    ;Eustache  ;male  ;63;8/8/1960;185;86.9;92130;91 route de Lyon             ;ISSY-LES-MOULINEAUX ;161.578.850;44305
Martel      ;Tanguy    ;male  ;74;5/18/1949;170;103.9;92110;48 Rue de Strasbourg         ;CLICHY              ;163.075.243;44306
Veronneau   ;Davet     ;male  ;21;7/3/2002;190;66.2;1100;12 boulevard Amiral Courbet  ;OYONNAX             ;421.056.586;44307
Fouquet     ;Lirienne  ;female;34;2/11/1990;171;69.8;93170;48 Rue Joseph Vernet         ;BAGNOLET            ;113.726.781;44308
Grignon     ;Ferrau    ;male  ;21;10/30/2002;173;106.1;19000;6 avenue Jean Portalis       ;TULLE               ;532.079.717;44309
Begin       ;Fealty    ;female;73;4/2/1951;171;55.9;94000;22 boulevard Bryas           ;CRÉTEIL             ;138.208.717;44310
Deslauriers ;Esmeraude ;female;21;10/21/2002;155;99.7;69001;70 rue de la République      ;LYON                ;441.983.118;44311
Lacroix     ;Alain     ;male  ;51;9/25/1972;169;98.8;59280;44 rue de Lille              ;ARMENTIÈRES         ;338.726.900;44312
Bois        ;Adèle     ;female;47;8/4/1976;164;63.6;31300;67 rue Pierre De Coubertin   ;TOULOUSE            ;501.070.503;44313
Mailloux    ;Hélène    ;female;32;11/6/1991;155;64.8;59600;13 Quai des Belges           ;MAUBEUGE            ;392.820.535;44314
Lapointe    ;Françoise ;female;52;11/20/1971;163;79.8;95600;43 Avenue Millies Lacroix    ;EAUBONNE            ;182.817.011;44315
Bernard     ;Valiant   ;male  ;22;8/1/2001;167;85.5;75009;22 Place de la Madeleine     ;PARIS               ;133.959.413;44316
Poirier     ;Grosvenor ;male  ;74;12/31/1949;179;78.6;94500;27 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;194.134.648;44317
Tessier     ;Leone     ;female;70;10/3/1953;151;72.6;36000;17 rue du Gue Jacquet        ;CHÂTEAUROUX         ;290.910.127;44318
Arcouet     ;Faustin   ;male  ;65;9/16/1958;175;66.4;59600;32 Quai des Belges           ;MAUBEUGE            ;341.978.010;44319
Rouze       ;Eloise    ;female;73;7/12/1950;162;96.4;86100;13 rue du Gue Jacquet        ;CHÂTELLERAULT       ;540.707.073;44320
Leduc       ;Anton     ;male  ;81;12/28/1942;167;99.6;34400;91 Rue Hubert de Lisle       ;LUNEL               ;441.861.984;44321
Cartier     ;Cloridan  ;male  ;41;11/15/1982;176;64.3;59210;37 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;382.426.780;44322
Vaillancour ;Carole    ;female;29;12/20/1994;168;89.4;97450;21 avenue du Marechal Juin   ;SAINT-LOUIS         ;218.511.673;44323
Drouin      ;Eloise    ;female;38;12/27/1985;165;79.3;59600;5 Quai des Belges            ;MAUBEUGE            ;319.549.169;44324
Couturier   ;Zdenek    ;male  ;51;9/10/1972;176;89.6;51200;26 Rue du Palais             ;ÉPERNAY             ;345.919.426;44325
Legault     ;Fayme     ;female;53;6/20/1970;173;54;25000;70 rue Jean Vilar            ;BESANÇON            ;321.109.422;44326
Flamand     ;Royden    ;male  ;65;6/1/1958;182;79.4;78190;18 avenue Jean Portalis      ;TRAPPES             ;148.591.992;44327
Truchon     ;Camille   ;female;74;6/15/1949;166;91.5;92000;81 place Stanislas           ;NANTERRE            ;187.262.282;44328
Vadnais     ;Dorene    ;female;68;9/17/1955;171;98.8;69006;69 rue Banaudon              ;LYON                ;488.967.860;44329
D'Aoust     ;Senior    ;male  ;59;2/20/1965;177;70.6;9000;45 rue Charles Corbeau       ;FOIX                ;569.869.472;44330
Perillard   ;Royale    ;female;29;5/28/1994;155;73.1;94370;15 rue Descartes             ;SUCY-EN-BRIE        ;166.196.027;44331
Cuillerier  ;Mallory   ;male  ;30;9/24/1993;178;73.2;91800;45 rue Grande Fusterie       ;BRUNOY              ;105.324.658;44332
Benjamin    ;Florence  ;female;83;7/7/1940;168;70.9;33310;85 Rue Hubert de Lisle       ;LORMONT             ;564.495.620;44333
Bouchard    ;Eustache  ;male  ;80;4/23/1944;164;95.5;94120;11 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;120.778.724;44334
Bourgeau    ;Avenall   ;male  ;32;4/11/1992;186;82.4;38000;54 avenue Ferdinand de Lessep;GRENOBLE            ;428.289.105;44335
Josseaume   ;Logistilla;female;79;4/29/1945;156;72.2;95500;96 rue Jean-Monnet           ;GONESSE             ;144.844.410;44336
Leclair     ;Aurélie   ;female;35;11/21/1988;164;87.6;45400;39 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;221.125.149;44337
Hébert      ;Julien    ;male  ;70;3/7/1954;169;91.2;91120;56 Square de la Couronne     ;PALAISEAU           ;152.184.184;44338
Bourque     ;Ranger    ;male  ;49;11/12/1974;179;114.9;4100;36 Rue de la Pompe           ;MANOSQUE            ;444.998.776;44339
Narcisse    ;Raina     ;female;60;10/1/1963;172;91.6;92400;53 boulevard Bryas           ;COURBEVOIE          ;168.372.215;44340
Trottier    ;Laure     ;female;44;2/23/1980;162;104.5;92240;95 avenue Voltaire           ;MALAKOFF            ;124.884.270;44341
Monjeau     ;Russell   ;male  ;44;4/3/1980;174;110.1;13014;20 boulevard de la Liberation;MARSEILLE           ;437.716.115;44342
D'Aubigné   ;Sargent   ;male  ;61;5/2/1963;166;101.8;91220;42 rue Grande Fusterie       ;BRÉTIGNY-SUR-ORGE   ;123.921.448;44343
Clavette    ;David     ;male  ;28;1/25/1996;172;103.5;13012;59 boulevard de la Liberation;MARSEILLE           ;419.805.296;44344
Bériault    ;Odelette  ;female;60;1/25/1964;165;56.2;35300;42 rue Isambard              ;FOUGÈRES            ;243.431.126;44345
Beauchamps  ;Bradamate ;female;40;7/8/1983;169;90.7;13127;93 Rue Bonnet                ;VITROLLES           ;453.437.268;44346
Marcoux     ;Céline    ;female;74;7/5/1949;159;54.9;83100;63 rue du Fossé des Tanneurs ;TOULON              ;404.788.056;44347
Petit       ;Marie     ;female;44;10/26/1979;155;72.3;97234;76 rue Isambard              ;FORT-DE-FRANCE      ;543.951.715;44348
Vadnais     ;Martine   ;female;67;4/1/1957;162;75.9;40100;88 Cours Marechal-Joffre     ;DAX                 ;503.533.389;44349
Boulé       ;Aceline   ;female;82;5/8/1942;165;82.9;11000;69 Rue Marie De Médicis      ;CARCASSONNE         ;471.717.845;44350
Dandonneau  ;Hugues    ;male  ;80;10/17/1943;172;74.1;13006;64 cours Franklin Roosevelt  ;MARSEILLE           ;477.148.309;44351
Lespérance  ;Prunella  ;female;65;6/11/1958;170;65.4;13016;80 Quai des Belges           ;MARSEILLE           ;451.194.627;44352
Migneault   ;Maslin    ;male  ;63;1/21/1961;166;64.8;69150;5 Cours Marechal-Joffre      ;DÉCINES-CHARPIEU    ;451.463.892;44353
Daviau      ;Troy      ;male  ;77;8/8/1946;167;77.2;69150;3 Cours Marechal-Joffre      ;DÉCINES-CHARPIEU    ;441.187.671;44354
Roussel     ;Armina    ;female;50;7/29/1973;165;53.5;54500;75 avenue de Provence        ;VANDOEUVRE-LÈS-NANCY;378.450.591;44355
Dupuis      ;Frontino  ;male  ;43;3/3/1981;183;90;63100;46 Rue de Strasbourg         ;CLERMONT-FERRAND    ;474.692.682;44356
Bouvier     ;Adélaïde  ;female;32;5/4/1992;159;89.4;17100;65 rue Sébastopol            ;SAINTES             ;599.415.989;44357
Ruest       ;Turner    ;male  ;31;2/17/1993;190;75.3;33300;12 cours Jean Jaures         ;BORDEAUX            ;576.449.150;44358
Piedalue    ;Galatee   ;female;52;5/3/1972;170;84.2;49400;26 rue du Président Roosevelt;SAUMUR              ;273.909.532;44359
Goguen      ;Fanchon   ;female;52;12/7/1971;163;81.2;78200;25 Rue de la Pompe           ;MANTES-LA-JOLIE     ;119.952.628;44360
Brasseur    ;Tabor     ;male  ;19;4/13/2005;188;91.5;47000;73 rue Gontier-Patin         ;AGEN                ;528.102.283;44361
Gadbois     ;Ophelia   ;female;69;11/12/1954;160;79.3;92390;16 place de Miremont         ;VILLENEUVE-LA-GARENN;189.481.180;44362
Archambault ;Merlin    ;male  ;83;9/1/1940;172;76.2;44200;53 rue de Raymond Poincaré   ;NANTES              ;251.132.611;44363
Duplessis   ;Amedee    ;female;48;11/19/1975;163;99.3;49000;65 Chemin Des Bateliers      ;ANGERS              ;298.163.452;44364
Dufour      ;Avelaine  ;female;39;2/26/1985;168;92.1;52100;77 rue Pierre Motte          ;SAINT-DIZIER        ;376.920.174;44365
Lespérance  ;Hortense  ;female;36;11/16/1987;168;55.7;62800;72 Chemin Challet            ;LIÉVIN              ;399.764.259;44366
Théberge    ;Amedee    ;female;46;1/29/1978;169;85.5;76610;94 rue Michel Ange           ;LE HAVRE            ;240.190.298;44367
Aubé        ;Sabine    ;female;85;4/3/1939;168;79.7;92360;15 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;111.505.141;44368
Allard      ;Yvon      ;male  ;32;5/19/1991;178;62.3;92000;14 place Stanislas           ;NANTERRE            ;146.509.904;44369
Arsenault   ;Berangaria;female;80;10/4/1943;164;62.5;93000;29 avenue de l'Amandier      ;BOBIGNY             ;122.205.947;44370
Morin       ;Fayme     ;female;51;6/29/1972;172;60.4;94120;49 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;184.809.809;44371
Mainville   ;Anne      ;female;76;11/28/1947;166;98.3;39000;33 Rue Hubert de Lisle       ;LONS-LE-SAUNIER     ;350.127.647;44372
Forest      ;Porter    ;male  ;51;3/29/1973;168;81.4;84000;39 Rue Joseph Vernet         ;AVIGNON             ;417.183.368;44373
DeGrasse    ;Granville ;male  ;57;4/9/1967;187;81.1;97480;7 rue du Château             ;SAINT-JOSEPH        ;210.305.880;44374
Plante      ;Valentine ;female;21;11/5/2002;163;97.5;69200;1 boulevard d'Alsace         ;VÉNISSIEUX          ;445.894.502;44375
Lizotte     ;Ancelina  ;female;24;1/11/2000;168;75.5;97438;51 rue Sébastopol            ;SAINTE-MARIE        ;510.240.250;44376
Lessard     ;Juliette  ;female;85;9/29/1938;160;59.4;44000;32 place Stanislas           ;NANTES              ;222.450.963;44377
Blanc       ;Sennet    ;male  ;65;3/31/1959;177;83.9;92240;6 avenue Voltaire            ;MALAKOFF            ;190.618.717;44378
Garcia      ;Apolline  ;female;26;11/20/1997;157;75.7;76400;49 rue Charles Corbeau       ;FÉCAMP              ;271.599.389;44379
Lépicier    ;Prewitt   ;male  ;21;7/23/2002;180;92.1;92250;22 rue de l'Aigle            ;LA GARENNE-COLOMBES ;109.490.332;44380
Paquet      ;Amabella  ;female;78;2/13/1946;165;106.9;97160;68 rue Goya                  ;LE MOULE            ;553.735.426;44381
Lafontaine  ;Vaden     ;male  ;56;3/19/1968;187;81.7;59130;87 Place Napoléon            ;LAMBERSART          ;333.192.405;44382
Léveillé    ;Normand   ;male  ;66;6/22/1957;164;86.4;69008;75 rue Banaudon              ;LYON                ;470.145.729;44383
Berie       ;Jeannine  ;female;31;8/18/1992;163;61.7;92500;10 rue de l'Epeule           ;RUEIL-MALMAISON     ;188.826.586;44384
Lagacé      ;Cendrillon;female;49;2/25/1975;162;101;44700;3 boulevard Amiral Courbet   ;ORVAULT             ;292.135.422;44385
Fecteau     ;Millicent ;female;59;11/5/1964;164;94.5;8200;66 avenue de Bouvines        ;SEDAN               ;300.526.979;44386
Pouliotte   ;Denise    ;female;63;4/14/1961;156;76.4;13140;28 rue Bonneterie            ;MIRAMAS             ;420.577.223;44387
Étoile      ;Léon      ;male  ;36;6/27/1987;173;94.3;57600;78 Boulevard de Normandie    ;FORBACH             ;301.643.666;44388
Auclair     ;Tanguy    ;male  ;81;8/4/1942;164;81.2;59650;8 Place Charles de Gaulle    ;VILLENEUVE-D'ASCQ   ;394.933.524;44389
LaGrande    ;Arnou     ;male  ;67;2/4/1957;176;83.5;92500;32 rue de l'Epeule           ;RUEIL-MALMAISON     ;102.738.749;44390
Pomerleau   ;Émilie    ;female;20;4/20/2004;164;68.1;78180;69 Avenue des Pr'es          ;MONTIGNY-LE-BRETONNE;106.502.361;44391
Deslauriers ;Adorlee   ;female;42;4/6/1982;174;84.1;91800;18 rue Grande Fusterie       ;BRUNOY              ;137.147.656;44392
Lespérance  ;Honore    ;female;37;8/6/1986;166;97.9;77190;2 boulevard Bryas            ;DAMMARIE-LES-LYS    ;116.813.663;44393
Bois        ;Rachelle  ;female;58;11/8/1965;166;69.1;38000;57 avenue Ferdinand de Lessep;GRENOBLE            ;497.401.687;44394
Grandbois   ;Eugène    ;male  ;34;7/18/1989;168;78.9;62000;42 rue de Lille              ;ARRAS               ;372.393.643;44395
Brochu      ;Oliver    ;male  ;31;1/23/1993;183;111.4;83100;70 rue du Fossé des Tanneurs ;TOULON              ;472.324.138;44396
Sylvain     ;Agate     ;female;41;5/8/1983;174;102.9;15000;82 rue Sadi Carnot           ;AURILLAC            ;452.185.758;44397
Leroy       ;Fabienne  ;female;74;9/22/1949;151;62.9;97420;39 rue Adolphe Wurtz         ;LE PORT             ;280.946.269;44398
DuLin       ;Capucine  ;female;55;2/6/1969;159;52.6;33500;49 rue du Paillle en queue   ;LIBOURNE            ;567.838.042;44399
Gauvin      ;Aloin     ;male  ;67;11/11/1956;165;99.9;62300;16 rue du Général Ailleret   ;LENS                ;357.899.620;44400
Lanteigne   ;Armina    ;female;82;6/3/1941;152;83.5;97410;73 rue Gouin de Beauchesne   ;SAINT-PIERRE        ;208.045.706;44401
Metivier    ;Cinderella;female;72;7/30/1951;152;71.7;92130;80 route de Lyon             ;ISSY-LES-MOULINEAUX ;143.194.505;44402
Durepos     ;Sébastien ;male  ;50;12/21/1973;169;72.2;72000;64 rue Goya                  ;LE MANS             ;295.514.750;44403
de Chateaub ;Tyson     ;male  ;55;3/22/1969;178;76.3;13016;53 Quai des Belges           ;MARSEILLE           ;471.060.853;44404
Girard      ;Turner    ;male  ;32;11/23/1991;179;79.5;91800;79 rue Grande Fusterie       ;BRUNOY              ;175.180.108;44405
Moïse       ;Chapin    ;male  ;74;10/18/1949;180;90;94300;54 rue Marguerite            ;VINCENNES           ;171.370.501;44406
De La Vergne;Jacques   ;male  ;45;7/3/1978;170;93.9;37000;14 quai Saint-Nicolas        ;TOURS               ;260.080.509;44407
