Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber
Louis       ;Xavier   ;;56;9/12/1967;;106.5;92390;81 place de Miremont         ;;189.335.868
Givry       ;Françoise;;34;;;101.8;38100;;GRENOBLE            ;
Narcisse    ;Archaimba;male  ;76;;;77.8;78130;66 rue du Paillle en queue   ;LES MUREAUX         ;111.334.949
Boileau     ;Laurette ;female;;5/1/1949;156;68.9;35700;39 rue Lenotre               ;;215.171.345
Trottier    ;Vignette ;;;;158;;13014;7 boulevard de la Liberation ;MARSEILLE           ;441.155.108
Moquin      ;Charlot  ;male  ;57;8/18/1966;177;66.7;2200;85 avenue Jules Ferry        ;SOISSONS            ;
Tanguay     ;Orson    ;male  ;33;7/15/1990;175;95.8;31500;77 quai Saint-Nicolas        ;TOULOUSE            ;595.628.091
Paulet      ;Clovis   ;male  ;79;4/13/1945;167;74.6;34080;;MONTPELLIER         ;418.762.375
Busson      ;Raina    ;female;52;11/6/1971;174;;73100;90 Chemin des Bateliers      ;AIX-LES-BAINS       ;
Begin       ;Gabrielle;female;30;;;77.5;;2 rue Gontier-Patin          ;AGDE                ;466.959.625
Gagné       ;Marc     ;male  ;42;1/25/1982;;110.7;68100;1 rue des Coudriers          ;MULHOUSE            ;347.583.215
Demers      ;Renée    ;female;58;11/8/1965;154;51.9;92310;36 avenue Jules Ferry        ;SÈVRES              ;
Narcisse    ;Logistill;female;73;5/21/1950;;;;37 Chemin des Bateliers      ;;410.521.082
Bourget     ;Philippe ;male  ;57;3/24/1967;180;64.5;;82 rue Nationale             ;PARIS               ;159.029.785
Proulx      ;Aymon    ;male  ;;2/17/1976;186;;;43 Place de la Gare          ;COLMAR              ;313.734.159
Batard      ;Christian;male  ;19;11/21/2004;185;61.2;38130;51 Avenue Millies Lacroix    ;ÉCHIROLLES          ;481.125.568
Foucault    ;Melville ;male  ;;11/22/1995;173;;45000;74 Rue Roussy                ;ORLÉANS             ;203.975.676
Pellerin    ;Yvon     ;;54;12/19/1969;182;106.9;64200;45 rue Marie de Médicis      ;;546.706.000
Simard      ;Arnaud   ;;56;9/6/1967;173;100.7;;36 Cours Marechal-Joffre     ;DIEPPE              ;219.723.029
Allard      ;Eliot    ;male  ;34;3/18/1990;181;111.9;78100;10 rue du Château            ;SAINT-GERMAIN-EN-LAY;132.717.461
Ruais       ;Dorene   ;;;1/25/1978;162;87.9;13016;98 Quai des Belges           ;MARSEILLE           ;429.249.715
Querry      ;Leal     ;male  ;55;;170;;94210;50 rue du Clair Bocage       ;LA VARENNE-SAINT-HIL;156.708.127
Despins     ;Tristan  ;male  ;41;3/7/1983;182;;;40 Chemin Challet            ;LIÉVIN              ;397.780.898
Reault      ;Gustave  ;male  ;62;11/29/1961;183;;69002;87 rue de la République      ;LYON                ;496.512.986
Martel      ;Roslyn   ;male  ;43;12/4/1980;176;90.1;92390;18 place de Miremont         ;VILLENEUVE-LA-GARENN;158.130.548
Fréchette   ;Hedvige  ;female;53;3/31/1971;161;92.1;86000;33 rue de la Boétie          ;POITIERS            ;555.042.853
Beaudry     ;Fletcher ;male  ;34;3/17/1990;178;63;75011;78 Place de la Madeleine     ;PARIS               ;194.223.230
Labonté     ;Maslin   ;male  ;29;6/4/1994;182;72.6;94370;87 rue Descartes             ;;124.195.855
Brousse     ;Bevis    ;;50;1/29/1974;173;;78140;74 boulevard d'Alsace        ;VÉLIZY-VILLACOUBLAY ;165.391.767
Paradis     ;Anton    ;male  ;48;3/26/1976;169;83.6;38300;89 rue Petite Fusterie       ;BOURGOIN-JALLIEU    ;416.938.987
Mazuret     ;Thibaut  ;male  ;22;6/24/2001;188;81.4;72000;18 rue Goya                  ;LE MANS             ;260.996.027
Lampron     ;Jacquenet;female;53;4/5/1971;158;;94400;87 Rue Bonnet                ;VITRY-SUR-SEINE     ;132.700.646
Ruais       ;Georges  ;male  ;85;1/24/1939;176;69.3;97300;85 rue Porte d'Orange        ;CAYENNE             ;591.510.282
Bérubé      ;Philippin;female;80;2/13/1944;153;56.3;94000;76 boulevard Bryas           ;CRÉTEIL             ;103.415.579
Franchet    ;Ancelina ;female;29;3/20/1995;164;71.1;95140;48 rue Saint Germain         ;GARGES-LÈS-GONESSE  ;190.299.992
Doucet      ;Aimé     ;;78;5/20/1945;179;;91700;;SAINTE-GENEVIÈVE-DES;106.189.206
Bourgouin   ;Artus    ;male  ;67;12/27/1956;177;101.1;;;CALUIRE-ET-CUIRE    ;488.355.550
Bourassa    ;Malagigi ;male  ;58;7/2/1965;179;70.2;91230;48 Rue de Verdun             ;MONTGERON           ;100.464.684
Bazinet     ;Avril    ;female;45;2/21/1979;172;95.4;97470;35 rue des Nations Unies     ;;254.966.536
Pitre       ;Lundy    ;female;29;;162;97.9;83700;52 rue de la Hulotais        ;SAINT-RAPHAËL       ;491.517.386
Mainville   ;Pierre   ;male  ;66;8/15/1957;176;76.4;84100;84 Rue Roussy                ;ORANGE              ;453.454.612
Gregoire    ;Oriel    ;female;61;6/22/1962;158;101.2;;45 avenue du Marechal Juin   ;SAINT-LEU           ;277.230.360
Tougas      ;Fiacre   ;male  ;20;4/2/2004;183;90.2;8000;86 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;
Faure       ;Ila      ;female;;6/13/1976;172;58;97232;95 rue Michel Ange           ;LE LAMENTIN         ;
Grignon     ;Royce    ;male  ;24;3/12/2000;172;;29000;45 rue de Penthièvre         ;QUIMPER             ;224.420.435
Quinn       ;Théodore ;male  ;;2/4/1967;173;85.2;89000;97 rue Sadi Carnot           ;AUXERRE             ;366.606.626
Marcil      ;Bertrand ;male  ;71;;168;91.9;;88 Quai des Belges           ;MARSEILLE           ;
Monjeau     ;Julien   ;male  ;61;12/27/1962;;106.4;92190;34 Rue St Ferréol            ;;165.331.074
Barrette    ;Alphonsin;female;53;1/15/1971;;89.9;;14 rue de l'Aigle            ;LA MADELEINE        ;
Therriault  ;Laurene  ;female;53;9/22/1970;;86.7;93370;54 Rue de Verdun             ;MONTFERMEIL         ;145.785.864
Chevrette   ;Marthe   ;female;38;5/14/1986;169;61.1;94220;37 place Maurice-Charretier  ;CHARENTON-LE-PONT   ;
Gadbois     ;Romaine  ;female;62;5/24/1961;;73;77190;;;161.782.633
Crête       ;Kari     ;female;73;1/7/1951;161;96.9;16000;51 Chemin Des Bateliers      ;ANGOULÊME           ;549.150.814
Boisclair   ;Andrée   ;female;;9/21/1939;170;86;92250;;LA GARENNE-COLOMBES ;
Loiselle    ;Théophile;male  ;70;3/9/1954;177;;78800;;HOUILLES            ;163.075.960
Parenteau   ;Fabienne ;female;35;11/7/1988;163;67.7;91170;;VIRY-CHÂTILLON      ;
Parent      ;Neville  ;male  ;53;;170;;92310;10 avenue Jules Ferry        ;SÈVRES              ;106.245.649
Poirier     ;Thérèse  ;female;76;11/7/1947;151;81.3;91190;20 rue Saint Germain         ;GIF-SUR-YVETTE      ;131.523.080
Morneau     ;Vaden    ;;60;;179;101;68200;98 rue des Coudriers         ;MULHOUSE            ;396.859.179
Langlais    ;Serge    ;male  ;49;2/18/1975;184;101.2;13090;;AIX-EN-PROVENCE     ;412.755.647
Lepage      ;Jeoffroi ;;;8/24/1984;177;73.9;16000;78 Chemin Des Bateliers      ;ANGOULÊME           ;513.891.854
Faucher     ;Ambra    ;female;;;168;76.7;85000;51 rue du Clair Bocage       ;;264.942.697
Doiron      ;Serge    ;male  ;62;1/6/1962;176;72;62100;90 Chemin Du Lavarin Sud     ;CALAIS              ;352.387.609
Lafond      ;Avelaine ;;30;6/3/1993;171;87.2;83300;3 rue des lieutemants Thomazo;DRAGUIGNAN          ;450.780.257
Collin      ;Claude   ;male  ;44;1/16/1980;183;89.6;;3 rue Nationale              ;PARIS               ;190.556.016
Meunier     ;Robinette;female;79;5/18/1944;153;84.6;97230;12 rue Sébastopol            ;SAINTE-MARIE        ;518.341.525
Beaulé      ;Aimée    ;female;77;8/10/1946;162;68.3;38130;67 Avenue Millies Lacroix    ;ÉCHIROLLES          ;400.332.185
Garcia      ;Étienne  ;male  ;48;3/23/1976;177;100.4;69004;81 rue de la République      ;LYON                ;476.314.205
Goguen      ;Colette  ;female;70;1/19/1954;;;92500;81 rue de l'Epeule           ;RUEIL-MALMAISON     ;178.243.956
Legault     ;Ila      ;female;;7/12/1967;153;96.3;97231;77 rue Adolphe Wurtz         ;LE ROBERT           ;545.277.867
Cartier     ;Bellamy  ;;51;;;73;46000;83 Chemin Du Lavarin Sud     ;CAHORS              ;
Poulin      ;Davet    ;;37;7/20/1986;171;114.2;69008;;;422.404.936
Plourde     ;Zurie    ;female;72;7/7/1951;160;;69140;25 rue Gustave Eiffel        ;RILLIEUX-LA-PAPE    ;
Lemieux     ;Marc     ;male  ;32;9/11/1991;189;79.3;33140;73 Place Charles de Gaulle   ;VILLENAVE-D'ORNON   ;531.190.691
Saindon     ;Ferragus ;male  ;81;8/15/1942;175;72.7;97180;75 rue Pierre Motte          ;;
Boisvert    ;Gilles   ;male  ;81;3/3/1943;165;97.4;92800;60 rue de Penthièvre         ;PUTEAUX             ;177.607.931
Marois      ;Forrest  ;male  ;;;173;74.1;;16 boulevard d'Alsace        ;VÉNISSIEUX          ;456.935.722
Bergeron    ;Marmion  ;male  ;77;4/1/1947;165;64.4;38400;58 rue des Dunes             ;SAINT-MARTIN-D'HÈRES;407.685.347
Babin       ;Matthieu ;male  ;63;1/31/1961;;;7000;88 rue de Penthièvre         ;PRIVAS              ;426.401.085
Guilmette   ;Arnaude  ;;59;2/19/1965;;77.9;67500;46 Avenue des Tuileries      ;HAGUENAU            ;316.763.823
Thériault   ;Vignette ;;70;8/24/1953;151;92.3;;81 rue Goya                  ;LE PERREUX-SUR-MARNE;136.912.122
Lepage      ;Laurence ;female;;6/18/2004;162;;69110;32 rue Pierre Motte          ;SAINTE-FOY-LÈS-LYON ;
Lapointe    ;Pierre   ;;79;5/7/1945;;62.7;13003;92 rue Beauvau               ;MARSEILLE           ;427.517.722
Monrency    ;Searlait ;female;34;7/18/1989;158;65.4;59600;26 Quai des Belges           ;;358.250.878
Marcil      ;Bradamate;female;60;9/22/1963;167;83.1;63000;35 Rue de Strasbourg         ;CLERMONT-FERRAND    ;483.932.184
Bousquet    ;Tristan  ;male  ;74;7/24/1949;179;93.3;13004;54 rue Beauvau               ;MARSEILLE           ;400.633.811
Carrière    ;Malagigi ;male  ;77;11/5/1946;184;;64200;;BIARRITZ            ;566.083.284
Aucoin      ;Zdenek   ;male  ;34;;;;38600;;FONTAINE            ;468.999.356
Marcil      ;Bevis    ;male  ;74;9/4/1949;;86.2;97231;51 rue Adolphe Wurtz         ;LE ROBERT           ;527.926.450
Bussière    ;Inès     ;female;57;;170;86.2;;77 rue Beauvau               ;MARSEILLE           ;482.130.888
Lamare      ;Lothair  ;male  ;83;10/21/1940;166;89.3;59100;;;305.229.750
Paimboeuf   ;Claude   ;;65;;152;52.6;13100;;AIX-EN-PROVENCE     ;497.856.988
Lapierre    ;Lucas    ;male  ;37;;;107.4;86000;;POITIERS            ;578.050.830
Guay        ;Alaine   ;female;70;8/30/1953;;92.1;77270;2 place de Miremont          ;VILLEPARISIS        ;111.887.620
Babin       ;Fiacre   ;male  ;30;;174;83.3;;22 rue de Lille              ;ASNIÈRES-SUR-SEINE  ;
Bourgouin   ;Mireille ;female;33;11/23/1990;159;77.6;95120;3 Rue du Palais              ;ERMONT              ;149.521.974
Grignon     ;Élise    ;female;25;;175;97.5;;18 rue Michel Ange           ;LE KREMLIN-BICÊTRE  ;131.299.393
Pépin       ;Emmeline ;female;;7/1/1971;154;85.4;54000;;NANCY               ;323.518.391
Quenneville ;Warrane  ;male  ;;1/17/1995;;77.6;93110;;ROSNY-SOUS-BOIS     ;158.044.371
Roy         ;Ancelote ;female;48;5/14/1976;172;88.1;;41 rue de la Hulotais        ;SAINT-PIERRE-ET-MIQU;530.920.608
Jacques     ;Maryse   ;female;59;1/29/1965;154;61.8;54300;33 rue de la République      ;LUNÉVILLE           ;394.321.805
Artois      ;Genevre  ;;;10/31/1959;;;59650;;;324.767.630
Mailly      ;Aceline  ;female;49;8/29/1974;166;72.2;37300;8 route de Lyon              ;JOUÉ-LÈS-TOURS      ;297.672.824
D'Aubigné   ;Royden   ;male  ;;12/28/1996;176;;8000;57 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;376.899.389
Brunelle    ;Maureen  ;female;74;8/19/1949;161;57;41000;2 avenue de l'Amandier       ;;224.505.123
Beauchamps  ;Linette  ;female;;4/4/1971;162;65.9;38600;87 Boulevard de Normandie    ;FONTAINE            ;
De La Vergne;Germain  ;male  ;21;6/2/2002;170;91.5;72000;25 rue Goya                  ;LE MANS             ;248.552.061
Couet       ;Pauline  ;female;50;5/4/1974;156;97.3;80090;56 rue de Geneve             ;AMIENS              ;346.055.503
Patry       ;Xavierre ;;30;;165;80.9;;49 rue Léon Dierx            ;LIVRY-GARGAN        ;163.199.814
Routhier    ;Arridano ;;28;7/2/1995;;;62400;;BÉTHUNE             ;367.595.450
Mercier     ;Fealty   ;female;39;10/23/1984;163;91.7;83400;93 rue des Lacs              ;HYÈRES              ;446.916.461
Robitaille  ;Zurie    ;female;31;12/14/1992;173;73.9;32000;16 rue Sadi Carnot           ;AUCH                ;593.904.871
Dufour      ;Fealty   ;female;33;11/18/1990;172;64.4;;;;467.875.348
Lessard     ;Hedvige  ;female;;2/16/2000;;52.1;59500;;DOUAI               ;366.736.615
Rochon      ;Stéphane ;male  ;37;3/2/1987;184;79.2;;26 rue Jean-Monnet           ;GOUSSAINVILLE       ;191.281.811
Ruais       ;Legget   ;male  ;71;4/2/1953;;71.4;62400;37 rue Marie de Médicis      ;BÉTHUNE             ;304.818.779
Faubert     ;Jacquelin;;21;10/5/2002;;;78150;37 boulevard Aristide Briand ;;133.689.050
Gaillou     ;Parfait  ;male  ;74;1/12/1950;173;84.5;;45 rue Goya                  ;LE MOULE            ;
Vadnais     ;Paige    ;;56;;;63.4;94100;37 rue des Dunes             ;SAINT-MAUR-DES-FOSSÈ;169.286.157
Arcouet     ;Audrey   ;female;32;;155;;97233;17 avenue de Bouvines        ;SCHOELCHER          ;568.504.992
Racine      ;Guy      ;male  ;71;12/1/1952;167;;;6 rue Charles Corbeau        ;;159.631.809
Rancourt    ;Ernest   ;male  ;;11/4/1966;;;13004;62 rue Beauvau               ;MARSEILLE           ;407.789.943
Duranseau   ;Vernon   ;male  ;65;3/13/1959;183;;92100;71 cours Jean Jaures         ;;197.736.143
Truchon     ;Lyle     ;male  ;;3/21/1986;171;99.6;92250;;LA GARENNE-COLOMBES ;179.712.869
Daoust      ;Halette  ;female;53;11/28/1970;;72.7;92190;51 Rue St Ferréol            ;MEUDON              ;150.315.418
Gour        ;Vedette  ;;33;8/14/1990;171;75.8;;;VANVES              ;188.312.264
Morneau     ;Iven     ;male  ;84;8/28/1939;;64.7;75011;99 Place de la Madeleine     ;PARIS               ;163.638.010
Boutot      ;Lowell   ;male  ;70;7/8/1953;171;79.4;97200;34 Boulevard de Normandie    ;FORT-DE-FRANCE      ;565.065.260
Goulet      ;Stéphanie;female;55;;162;71.6;97450;;;298.469.459
Labossière  ;Jessamine;female;79;;152;81.9;92600;48 rue de Lille              ;ASNIÈRES-SUR-SEINE  ;192.891.430
Lamothe     ;Raymond  ;male  ;45;3/15/1979;175;115.9;67500;37 Avenue des Tuileries      ;HAGUENAU            ;386.829.927
Bizier      ;Renée    ;female;28;;;89.8;33800;88 cours Jean Jaures         ;BORDEAUX            ;555.694.154
De La Ronde ;Gabrielle;female;37;;162;51.9;13100;98 rue Gontier-Patin         ;AIX-EN-PROVENCE     ;446.170.975
Barrette    ;Gifford  ;male  ;53;9/29/1970;184;65.7;94130;1 boulevard de Prague        ;NOGENT-SUR-MARNE    ;179.077.396
De La Vergne;Marthe   ;female;;12/12/1963;;77.5;67100;78 rue Descartes             ;STRASBOURG          ;334.664.613
Bérubé      ;Avelaine ;female;42;10/11/1981;170;81.7;95150;51 rue du Faubourg National  ;TAVERNY             ;144.650.057
Metivier    ;Varden   ;male  ;28;10/26/1995;;;91600;75 rue du Président Roosevelt;SAVIGNY-SUR-ORGE    ;175.016.643
Petrie      ;Gill     ;male  ;;7/15/2004;184;75.6;35000;81 rue Lenotre               ;;231.977.152
Robitaille  ;Allyriane;female;71;8/17/1952;166;54.2;;;;240.291.163
Desaulniers ;Maslin   ;male  ;62;1/19/1962;173;62.9;54300;4 rue de la République       ;LUNÉVILLE           ;333.202.393
Courtemanche;Blanche  ;female;23;6/18/2000;173;;59300;61 avenue de Provence        ;VALENCIENNES        ;354.495.202
Guibord     ;Antoinett;;57;;173;81.5;31000;48 rue Pierre De Coubertin   ;TOULOUSE            ;563.586.698
Garnier     ;Valiant  ;male  ;;2/10/1960;166;80;92000;71 place Stanislas           ;;160.274.305
Adler       ;Benoît   ;male  ;56;5/16/1968;167;88.3;;83 rue du Paillle en queue   ;LES MUREAUX         ;
Boulanger   ;Namo     ;;36;9/16/1987;189;;77176;52 rue du Président Roosevelt;;191.519.009
Margand     ;Musette  ;female;72;;162;59.5;;13 avenue de l'Amandier      ;BLOIS               ;271.780.235
Fournier    ;Thiery   ;male  ;72;5/29/1951;163;70.5;5000;6 rue Saint Germain          ;GAP                 ;483.695.041
Mouet       ;Luc      ;male  ;57;7/3/1966;170;89.7;97450;26 avenue du Marechal Juin   ;SAINT-LOUIS         ;289.798.348
Sacré       ;David    ;male  ;;;163;83.1;59190;84 Avenue des Tuileries      ;HAZEBROUCK          ;318.585.790
Panetier    ;Percy    ;male  ;43;7/12/1980;175;114.3;;53 rue Michel Ange           ;LE HAVRE            ;
Lamy        ;Fayette  ;female;32;7/1/1991;;85.4;;38 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;107.824.800
Levasseur   ;Granville;male  ;28;4/21/1996;184;99.7;12100;76 rue Bonneterie            ;;
Paquet      ;Parfait  ;male  ;24;2/13/2000;183;;92500;;RUEIL-MALMAISON     ;140.021.063
Vaillancourt;Auguste  ;male  ;37;9/22/1986;;90.4;;58 Place Charles de Gaulle   ;VILLENAVE-D'ORNON   ;574.135.938
Beaupré     ;Éric     ;male  ;60;2/2/1964;170;80;76140;60 rue Adolphe Wurtz         ;LE PETIT-QUEVILLY   ;291.428.190
Forest      ;Cloridan ;male  ;;2/26/2000;;71.9;93100;94 rue de la Mare aux Carats ;MONTREUIL           ;171.294.836
Devost      ;Isaac    ;male  ;78;7/14/1945;;59.3;54500;;VANDOEUVRE-LÈS-NANCY;
Lussier     ;Patrice  ;;53;;172;;6520;44 avenue Voltaire           ;MAGAGNOSC           ;
Grimard     ;Susanne  ;female;46;7/13/1977;153;51.5;59210;33 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;365.766.216
Parmentier  ;Vivienne ;female;77;12/25/1946;151;70;77340;;PONTAULT-COMBAULT   ;111.555.599
Gougeon     ;Alice    ;female;;9/27/1964;159;71.5;35200;;RENNES              ;235.851.000
Auger       ;Alexandri;female;84;6/19/1939;163;;91230;;;184.031.869
Arcouet     ;Patrick  ;male  ;68;;163;78.4;97438;85 rue Sébastopol            ;SAINTE-MARIE        ;520.948.022
Patel       ;Laurence ;female;23;2/10/2001;166;82.2;13800;62 route de Lyon             ;ISTRES              ;401.746.154
Chesnay     ;Élisabeth;female;76;1/17/1948;153;94.5;46000;1 Chemin Du Lavarin Sud      ;CAHORS              ;548.767.455
Dumont      ;Vick     ;male  ;41;5/14/1983;168;116.3;93330;87 rue de Raymond Poincaré   ;;172.514.131
Courtemanche;Russell  ;male  ;71;4/17/1953;168;92;49100;;ANGERS              ;
Reault      ;Agrican  ;male  ;34;3/20/1990;187;85.4;59000;70 Chemin Challet            ;LILLE               ;318.795.174
Bouchard    ;Tristan  ;;61;;171;86.1;11000;;;431.179.836
Varieur     ;Belle    ;female;23;1/7/2001;161;80.4;26200;82 Rue de Verdun             ;MONTÉLIMAR          ;474.945.336
Croteau     ;Algernon ;male  ;;;;65.3;;32 rue Porte d'Orange        ;;566.278.715
Lacasse     ;Leone    ;female;;3/7/1959;156;99.3;57070;20 Rue St Ferréol            ;;
St-Jean     ;Ranger   ;male  ;46;7/25/1977;181;;72000;;;275.377.806
Desnoyer    ;Halette  ;;46;3/8/1978;154;;6160;98 rue des Soeurs            ;JUAN-LES-PINS       ;
Meilleur    ;Jeanne   ;female;;6/28/1969;171;68.8;83300;78 rue des lieutemants Thomaz;DRAGUIGNAN          ;447.599.040
de Chateaub ;Royce    ;male  ;48;8/27/1975;167;66.8;77200;64 rue du Fossé des Tanneurs ;TORCY               ;180.392.703
Pomerleau   ;Leone    ;female;44;1/28/1980;161;;33000;93 avenue de l'Amandier      ;;508.513.515
Boulé       ;Brie     ;female;42;8/18/1981;170;;75003;48 rue Nationale             ;PARIS               ;140.406.349
Benjamin    ;Soren    ;male  ;80;8/19/1943;176;75.9;92170;;;186.463.665
Pomerleau   ;Comforte ;female;43;2/2/1981;171;76.3;95120;;;131.995.888
St-Pierre   ;Henry    ;;;9/23/1991;183;;77330;16 Square de la Couronne     ;OZOIR-LA-FERRIÈRE   ;160.624.470
Chesnay     ;Véronique;female;;3/22/1990;159;80.8;69150;63 Cours Marechal-Joffre     ;DÉCINES-CHARPIEU    ;415.366.828
Rochon      ;Calandre ;female;66;9/12/1957;171;58.6;21000;10 rue des lieutemants Thomaz;DIJON               ;381.216.788
Perreault   ;Crescent ;;31;1/3/1993;;75.7;58000;44 rue des Chaligny          ;NEVERS              ;338.304.543
Proulx      ;Richard  ;male  ;71;;170;73.4;91130;;RIS-ORANGIS         ;124.733.856
Quinn       ;Clovis   ;male  ;;4/7/1993;190;64.3;93160;53 boulevard de Prague       ;;162.345.557
Bler        ;Aubert   ;;31;12/5/1992;182;65;93100;41 rue de la Mare aux Carats ;;175.435.601
Boisclair   ;Oliver   ;male  ;73;10/7/1950;163;;75015;88 rue La Boétie             ;PARIS               ;158.700.530
Saindon     ;Gaetane  ;female;79;;163;53.7;54100;49 place Stanislas           ;NANCY               ;360.702.412
L'Angelier  ;Liane    ;female;77;;150;74.1;69008;43 rue Banaudon              ;LYON                ;487.213.869
Hétu        ;Stéphanie;female;48;2/25/1976;158;52.2;78370;74 rue de la Boétie          ;PLAISIR             ;109.419.062
St-Jacques  ;Hardouin ;male  ;80;1/21/1944;178;59.7;;82 rue du Gue Jacquet        ;CHATOU              ;188.833.763
Vertefeuille;Laetitia ;female;64;1/29/1960;155;74;24100;28 rue Jean Vilar            ;BERGERAC            ;
Foucault    ;Platt    ;male  ;;8/27/1939;;73.9;84000;19 Rue Joseph Vernet         ;AVIGNON             ;465.617.299
Brisette    ;Courtland;male  ;64;;177;109.7;76000;61 rue de l'Epeule           ;ROUEN               ;228.094.662
Briard      ;Jean     ;;41;2/27/1983;;107.5;67100;61 rue Descartes             ;STRASBOURG          ;
DeGrasse    ;Pierre   ;male  ;49;9/15/1974;182;88.7;32000;52 rue Sadi Carnot           ;AUCH                ;560.944.816
Coupart     ;Camille  ;female;60;6/21/1963;162;66.9;38400;48 rue des Dunes             ;SAINT-MARTIN-D'HÈRES;481.108.219
Paquette    ;Paien    ;;80;9/5/1943;162;;67000;35 rue Descartes             ;STRASBOURG          ;307.349.049
Jobin       ;Genevre  ;female;41;11/13/1982;158;93.4;34070;16 rue de la Mare aux Carats ;MONTPELLIER         ;
Corbin      ;Cloridan ;male  ;31;7/30/1992;170;112.4;34080;30 rue de la Mare aux Carats ;MONTPELLIER         ;487.141.796
Sabourin    ;Valérie  ;female;77;6/28/1946;165;99.5;33800;47 cours Jean Jaures         ;BORDEAUX            ;546.575.662
Latourelle  ;Delmar   ;male  ;66;10/20/1957;;88.2;62300;;LENS                ;380.930.606
Voisine     ;Pierre   ;male  ;76;12/25/1947;179;102.9;76120;83 boulevard Aristide Briand ;;218.285.521
Quessy      ;Clothilde;female;55;;155;81.3;;;LE MÉE-SUR-SEINE    ;176.752.685
Tanguay     ;Gustave  ;male  ;26;4/19/1998;184;74.7;;;ANTONY              ;136.662.893
Lafontaine  ;Evrard   ;male  ;74;;178;;;2 Rue Bonnet                 ;VOIRON              ;492.125.382
St-Pierre   ;Jacquenet;female;45;7/4/1978;155;85.3;;41 rue La Boétie             ;PARIS               ;160.862.514
Duval       ;Millicent;female;81;;165;66.2;87100;;;555.581.292
Lapresse    ;Bevis    ;male  ;26;2/12/1998;181;73.5;;36 Place de la Gare          ;;540.077.277
Bériault    ;Louise   ;female;28;9/23/1995;164;;;96 avenue Voltaire           ;MÂCON               ;
Daigneault  ;Linette  ;female;35;;161;96.3;20090;3 Chemin des Bateliers       ;;493.837.296
Fugère      ;Maryse   ;female;62;;161;;13090;;AIX-EN-PROVENCE     ;446.970.961
Boileau     ;Tristan  ;male  ;41;6/24/1982;169;75.1;69100;16 rue Marguerite            ;VILLEURBANNE        ;476.643.561
Chauvin     ;Orlene   ;female;27;1/3/1997;155;88.1;62800;57 Chemin Challet            ;LIÉVIN              ;317.786.688
Deserres    ;Richard  ;male  ;46;10/25/1977;180;94;92200;13 rue de Raymond Poincaré   ;NEUILLY-SUR-SEINE   ;162.162.965
Fouquet     ;Lundy    ;female;71;11/10/1952;151;56;12100;53 rue Bonneterie            ;MILLAU              ;524.916.895
Vadeboncoeur;Granville;male  ;55;10/23/1968;179;103.4;95110;74 rue des six frères Ruellan;;
Bédard      ;Seymour  ;male  ;75;9/21/1948;177;83.5;86000;;POITIERS            ;555.937.571
Potvin      ;Dominique;female;;6/29/1976;164;94.8;97419;44 rue de l'Aigle            ;;255.593.414
Marcil      ;Eliot    ;male  ;59;6/20/1964;168;74.2;94130;68 boulevard de Prague       ;NOGENT-SUR-MARNE    ;
Simon       ;Latimer  ;;70;10/25/1953;;74.2;92150;50 rue Descartes             ;;140.004.354
Fortin      ;David    ;;47;5/13/1977;182;85.5;76300;98 avenue Jules Ferry        ;SOTTEVILLE-LÈS-ROUEN;265.274.154
Monjeau     ;Fortun   ;male  ;51;10/9/1972;173;;69400;87 Place du Jeu de Paume     ;VILLEFRANCHE-SUR-SAÔ;
Sanschagrin ;Vail     ;;20;6/13/2003;;61.3;24100;;BERGERAC            ;590.752.926
Paquin      ;Legget   ;male  ;47;12/10/1976;178;79.6;42300;17 rue Gustave Eiffel        ;ROANNE              ;408.462.524
Veilleux    ;Platt    ;male  ;83;4/27/1941;168;80;29000;97 rue de Penthièvre         ;QUIMPER             ;274.279.380
Saurel      ;Monique  ;female;79;5/23/1944;154;93.3;78150;69 boulevard Aristide Briand ;LE CHESNAY          ;149.964.980
Senneville  ;Mignonett;female;;;159;87.2;;;SALON-DE-PROVENCE   ;472.580.780
Benjamin    ;Maureen  ;female;;3/16/1949;154;57.8;91300;26 Quai des Belges           ;MASSY               ;157.667.058
Tanguay     ;Victor   ;male  ;79;7/5/1944;165;62.8;57158;;MONTIGNY-LÈS-METZ   ;
Tougas      ;Laure    ;female;33;11/22/1990;;52;78700;72 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;162.556.900
Lemaître    ;Harcourt ;male  ;64;7/1/1959;165;72.8;;34 boulevard de la Liberation;MARSEILLE           ;462.831.232
Gareau      ;Valiant  ;male  ;53;9/30/1970;;78.1;2100;80 rue de la Hulotais        ;;340.526.750
Cuillerier  ;Josette  ;female;59;1/21/1965;;90.4;;13 boulevard de Prague       ;NOGENT-SUR-MARNE    ;103.481.205
Chaloux     ;Pierrette;female;57;3/18/1967;163;87;59760;71 avenue Ferdinand de Lessep;GRANDE-SYNTHE       ;213.332.685
Hétu        ;Dominic  ;male  ;61;10/19/1962;;;49400;60 rue du Président Roosevelt;SAUMUR              ;
