Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
L'Heureux   ;Amorette  ;female;27;2/17/1997;175;63.1;92210;97 rue des Nations Unies     ;SAINT-CLOUD         ;167.811.384;19963
de Launay   ;Dominic   ;male  ;41;12/19/1982;187;104.1;3000;37 rue des Coudriers         ;MOULINS             ;402.992.721;19964
Desnoyer    ;Vick      ;male  ;56;7/25/1967;176;107.1;78180;35 Avenue des Pr'es          ;MONTIGNY-LE-BRETONNE;155.555.686;19965
Allain      ;Charles   ;male  ;51;5/15/1973;170;94.5;33800;93 cours Jean Jaures         ;BORDEAUX            ;569.318.445;19966
Begin       ;Renée     ;female;40;10/5/1983;158;71.8;93400;13 rue Gouin de Beauchesne   ;SAINT-OUEN          ;153.365.829;19967
Laforest    ;Logistilla;female;32;7/4/1991;157;77.7;38130;66 Avenue Millies Lacroix    ;ÉCHIROLLES          ;457.105.241;19968
Coulombe    ;Étienne   ;male  ;34;6/3/1989;168;84.7;92230;63 rue Saint Germain         ;GENNEVILLIERS       ;164.261.068;19969
Coudert     ;Esmeraude ;female;45;4/24/1979;173;76.5;92800;61 rue de Penthièvre         ;PUTEAUX             ;146.672.327;19970
Charpie     ;Antoinette;female;61;5/26/1962;158;92.2;33310;52 Rue Hubert de Lisle       ;LORMONT             ;572.751.732;19971
Côté        ;Ogier     ;male  ;40;11/23/1983;169;89;98800;98 Rue Roussy                ;NOUMÉA              ;397.396.520;19972
Houde       ;Melusina  ;female;20;1/3/2004;159;53.8;75014;45 rue La Boétie             ;PARIS               ;141.634.579;19973
Lussier     ;Lucas     ;male  ;48;7/19/1975;183;65.7;76130;92 rue des Coudriers         ;MONT-SAINT-AIGNAN   ;226.551.940;19974
Drouin      ;Sophie    ;female;73;7/15/1950;160;96.3;79000;69 boulevard de Prague       ;NIORT               ;519.596.353;19975
Duclos      ;Anastasie ;female;53;8/13/1970;153;99;6800;57 Chemin Du Lavarin Sud     ;CAGNES-SUR-MER      ;406.668.138;19976
Bourgouin   ;Pinabel   ;male  ;80;1/6/1944;163;85.8;78990;49 Avenue Millies Lacroix    ;ÉLANCOURT           ;156.099.736;19977
Hervieux    ;Alexis    ;male  ;55;1/7/1969;173;102;73000;1 boulevard Albin Durand     ;CHAMBÉRY            ;406.830.611;19978
Barteaux    ;Arridano  ;male  ;44;3/12/1980;181;95.7;88000;66 Rue du Palais             ;ÉPINAL              ;376.957.913;19979
Boucher     ;Raoul     ;male  ;68;5/17/1955;183;109.3;94140;46 rue de Geneve             ;ALFORTVILLE         ;155.451.050;19980
Gaulin      ;Merlin    ;male  ;32;6/10/1991;179;91.8;95100;50 Avenue De Marlioz         ;ARGENTEUIL          ;173.790.265;19981
Charbonneau ;Honore    ;female;85;2/3/1939;152;62.3;77340;73 rue de la Boétie          ;PONTAULT-COMBAULT   ;106.941.929;19982
Bilodeau    ;Perrin    ;male  ;44;10/31/1979;173;89.8;9000;44 rue Charles Corbeau       ;FOIX                ;570.780.889;19983
Mailloux    ;Sennet    ;male  ;80;3/8/1944;169;101.6;6500;56 rue Reine Elisabeth       ;MENTON              ;410.704.243;19984
Chalut      ;Cammile   ;female;70;10/26/1953;168;85;59370;66 rue Bonneterie            ;MONS-EN-BAROEUL     ;312.230.095;19985
Meilleur    ;Namo      ;male  ;64;7/2/1959;179;91.4;92700;53 Place de la Gare          ;COLOMBES            ;170.402.045;19986
Roussel     ;Denis     ;male  ;63;2/17/1961;174;65.3;69009;14 rue Banaudon              ;LYON                ;447.550.360;19987
Corbeil     ;Arnaud    ;male  ;76;2/12/1948;179;97;69004;54 rue de la République      ;LYON                ;495.538.046;19988
Patel       ;Jeanette  ;female;57;9/21/1966;171;65.5;97500;96 rue de la Hulotais        ;SAINT-PIERRE-ET-MIQU;543.265.662;19989
Lejeune     ;Margaux   ;female;52;3/15/1972;173;66.4;83000;74 rue du Fossé des Tanneurs ;TOULON              ;484.776.963;19990
Bordeaux    ;Albertine ;female;20;9/8/2003;154;76.7;62200;20 rue Petite Fusterie       ;BOULOGNE-SUR-MER    ;318.740.835;19991
Barteaux    ;Mavise    ;female;56;7/23/1967;157;99.3;59240;18 rue Cazade                ;DUNKERQUE           ;370.697.674;19992
Lapresse    ;Mallory   ;male  ;20;6/22/2003;184;88.6;16100;23 Place de la Gare          ;COGNAC              ;510.760.313;19993
Lessard     ;Thérèse   ;female;82;8/15/1941;166;61.2;35300;56 rue Isambard              ;FOUGÈRES            ;252.892.423;19994
Pouliotte   ;Amber     ;female;28;1/26/1996;154;61.1;83160;24 rue du Clair Bocage       ;LA VALETTE-DU-VAR   ;457.793.021;19995
Charlebois  ;Charline  ;female;75;10/31/1948;169;81.5;49300;61 rue Ernest Renan          ;CHOLET              ;273.178.639;19996
Beauchemin  ;Colette   ;female;41;9/30/1982;159;82;13003;29 rue Beauvau               ;MARSEILLE           ;475.082.392;19997
Margand     ;Dominic   ;male  ;75;8/11/1948;170;60;31300;75 rue Pierre De Coubertin   ;TOULOUSE            ;560.601.506;19998
Provencher  ;Anastasie ;female;36;10/10/1987;170;77.1;94350;10 rue Marguerite            ;VILLIERS-SUR-MARNE  ;150.543.272;19999
Lebel       ;Philip    ;male  ;23;8/29/2000;176;70.3;92140;57 Rue de Strasbourg         ;CLAMART             ;194.485.465;20000
Chrétien    ;Laetitia  ;female;67;7/1/1956;168;96.3;76200;31 Cours Marechal-Joffre     ;DIEPPE              ;275.535.759;20001
Gousse      ;Chandler  ;male  ;76;12/8/1947;182;99.8;97231;88 rue Adolphe Wurtz         ;LE ROBERT           ;580.755.603;20002
Labrecque   ;Moore     ;male  ;70;10/4/1953;164;109.8;24000;68 rue Clement Marot         ;PÉRIGUEUX           ;520.748.547;20003
Duranseau   ;Pomeroy   ;male  ;84;6/1/1939;183;102.2;93260;20 rue du Général Ailleret   ;LES LILAS           ;133.314.327;20004
Busson      ;Delmar    ;male  ;35;4/2/1989;170;77;75006;35 rue Nationale             ;PARIS               ;166.394.582;20005
Coulombe    ;Roux      ;female;39;12/24/1984;160;69.7;44120;76 Rue Frédéric Chopin       ;VERTOU              ;250.423.860;20006
Bouvier     ;Aubrey    ;male  ;46;7/30/1977;175;73.9;18100;88 Place du Jeu de Paume     ;VIERZON             ;262.944.176;20007
Gagné       ;Ninette   ;female;80;6/22/1943;158;65.7;78100;40 rue du Château            ;SAINT-GERMAIN-EN-LAY;147.657.280;20008
LeBatelier  ;Hugues    ;male  ;47;3/16/1977;178;100.4;75005;77 rue Nationale             ;PARIS               ;165.461.443;20009
Guérette    ;Isaac     ;male  ;41;5/18/1982;186;72.1;71300;39 Rue de Verdun             ;MONTCEAU-LES-MINES  ;305.366.516;20010
Larocque    ;Marie     ;female;25;2/9/1999;163;79;6220;25 avenue de Provence        ;VALLAURIS           ;411.282.560;20011
Louis       ;Kari      ;female;48;6/12/1975;173;77.3;95110;23 rue des six frères Ruellan;SANNOIS             ;134.823.400;20012
Deschênes   ;Roxanne   ;female;68;10/23/1955;152;90.5;63100;41 Rue de Strasbourg         ;CLERMONT-FERRAND    ;480.854.249;20013
Dupuy       ;Jeoffroi  ;male  ;44;9/23/1979;170;70.1;66100;12 rue Clement Marot         ;PERPIGNAN           ;494.176.695;20014
Godin       ;Gill      ;male  ;39;2/4/1985;177;91.5;69150;69 Cours Marechal-Joffre     ;DÉCINES-CHARPIEU    ;460.129.316;20015
Neufville   ;Henri     ;male  ;59;3/4/1965;166;85.8;57100;2 rue du Faubourg National   ;THIONVILLE          ;304.056.152;20016
Giroux      ;Jeanette  ;female;77;5/3/1947;165;92.7;54000;7 place Stanislas            ;NANCY               ;327.675.609;20017
Huard       ;Eleanor   ;female;70;6/15/1953;153;62.6;78130;85 rue du Paillle en queue   ;LES MUREAUX         ;114.311.235;20018
Bériault    ;Porter    ;male  ;37;6/3/1986;177;108.9;35400;59 rue des Dunes             ;SAINT-MALO          ;227.213.975;20019
de Brisay   ;Patience  ;female;37;6/29/1986;171;52.4;69007;51 rue Banaudon              ;LYON                ;466.152.155;20020
Léveillé    ;Fiacre    ;male  ;39;7/8/1984;167;104.7;78600;63 avenue Voltaire           ;MAISONS-LAFFITTE    ;196.837.742;20021
Plourde     ;Lowell    ;male  ;65;6/26/1958;169;107.6;62700;79 rue Grande Fusterie       ;BRUAY-LA-BUISSIÈRE  ;280.189.637;20022
Bouvier     ;Dixie     ;female;75;9/13/1948;159;85.1;81000;92 Chemin des Bateliers      ;ALBI                ;542.056.644;20023
Dumoulin    ;Alexis    ;male  ;59;7/1/1964;184;83.6;14000;97 Chemin Du Lavarin Sud     ;CAEN                ;294.077.641;20024
Bonnet      ;Namo      ;male  ;57;5/4/1967;176;72.6;39000;4 Rue Hubert de Lisle        ;LONS-LE-SAUNIER     ;383.218.028;20025
Artois      ;Kari      ;female;20;6/20/2003;174;87.5;92140;43 Rue de Strasbourg         ;CLAMART             ;136.186.617;20026
Brian       ;Russell   ;male  ;63;11/16/1960;182;99.3;78370;76 rue de la Boétie          ;PLAISIR             ;114.550.711;20027
Chalut      ;Orlene    ;female;44;11/14/1979;174;103.2;54500;60 avenue de Provence        ;VANDOEUVRE-LÈS-NANCY;335.590.627;20028
Lanoie      ;Cloridan  ;male  ;85;1/24/1939;162;74.9;94800;61 Place du Jeu de Paume     ;VILLEJUIF           ;153.614.295;20029
Boisclair   ;Aimé      ;male  ;60;4/18/1964;177;90.1;75014;8 rue La Boétie              ;PARIS               ;178.325.871;20030
Martin      ;Iva       ;female;25;12/10/1998;169;58.3;83140;85 avenue Jules Ferry        ;SIX-FOURS-LES-PLAGES;419.916.186;20031
Frappier    ;Arber     ;male  ;63;7/10/1960;165;72;78800;39 rue des Lacs              ;HOUILLES            ;185.535.652;20032
Harquin     ;Alfred    ;male  ;56;3/13/1968;175;97.5;42300;97 rue Gustave Eiffel        ;ROANNE              ;488.603.794;20033
Doiron      ;Anouk     ;female;76;5/15/1948;153;74.5;44300;11 rue de Raymond Poincaré   ;NANTES              ;250.256.966;20034
Lamontagne  ;Mirabelle ;female;33;10/9/1990;155;52.7;67300;52 rue du Président Roosevelt;SCHILTIGHEIM        ;339.095.443;20035
Beauchesne  ;Marc      ;male  ;74;12/27/1949;174;88.4;78300;10 rue de la Boétie          ;POISSY              ;146.232.339;20036
Brisebois   ;Fleurette ;female;57;10/31/1966;158;57.1;59280;89 rue de Lille              ;ARMENTIÈRES         ;387.781.848;20037
Bussière    ;Sacripant ;male  ;73;8/9/1950;176;94;97233;77 avenue de Bouvines        ;SCHOELCHER          ;507.398.720;20038
de Brisay   ;Odelette  ;female;63;2/8/1961;156;69;78130;31 rue du Paillle en queue   ;LES MUREAUX         ;138.567.519;20039
Trottier    ;Olympia   ;female;50;11/22/1973;170;86.1;33300;89 cours Jean Jaures         ;BORDEAUX            ;582.459.185;20040
Jolicoeur   ;Éléonore  ;female;67;7/12/1956;158;61.6;42400;93 rue des Nations Unies     ;SAINT-CHAMOND       ;419.575.878;20041
Tanguay     ;Burkett   ;male  ;70;5/30/1953;170;104.1;78100;96 rue du Château            ;SAINT-GERMAIN-EN-LAY;126.346.168;20042
Margand     ;Annot     ;female;52;9/14/1971;165;89;92200;50 rue de Raymond Poincaré   ;NEUILLY-SUR-SEINE   ;130.005.119;20043
Gaulin      ;Gaetan    ;male  ;47;7/14/1976;176;114.8;75014;31 rue La Boétie             ;PARIS               ;102.679.377;20044
Fournier    ;Marsilius ;male  ;82;6/6/1941;173;61;13200;54 Avenue De Marlioz         ;ARLES               ;116.686.379;20045
Chandonnet  ;Céline    ;female;27;11/16/1996;166;70.5;13007;46 cours Franklin Roosevelt  ;MARSEILLE           ;484.117.875;20046
Lazure      ;Sidney    ;male  ;25;3/1/1999;186;82.1;33500;99 rue du Paillle en queue   ;LIBOURNE            ;536.067.087;20047
Richer      ;Linette   ;female;23;10/4/2000;174;68.9;10000;70 avenue Jean Portalis      ;TROYES              ;342.857.426;20048
Léveillé    ;Channing  ;male  ;49;8/23/1974;167;103.5;92000;1 place Stanislas            ;NANTERRE            ;192.380.536;20049
Beausoleil  ;Pryor     ;male  ;67;3/26/1957;180;67.3;13005;84 rue Beauvau               ;MARSEILLE           ;464.220.847;20050
Ménard      ;Philip    ;male  ;37;6/30/1986;167;86.4;31300;90 rue Pierre De Coubertin   ;TOULOUSE            ;568.173.090;20051
Ruais       ;Madeleine ;female;58;8/19/1965;171;76.3;97450;17 avenue du Marechal Juin   ;SAINT-LOUIS         ;254.192.093;20052
Bertrand    ;Satordi   ;male  ;40;3/27/1984;185;108.4;15000;9 rue Sadi Carnot            ;AURILLAC            ;475.740.949;20053
Laforge     ;Chandler  ;male  ;83;3/6/1941;180;95;5000;66 rue Saint Germain         ;GAP                 ;461.058.875;20054
Deniger     ;Madeleine ;female;24;4/19/2000;155;73.6;50000;90 avenue du Marechal Juin   ;SAINT-LÔ            ;242.995.620;20055
Grenier     ;Heloise   ;female;67;9/24/1956;161;59.2;13700;79 Rue de la Pompe           ;MARIGNANE           ;478.698.769;20056
Brasseur    ;Alexandre ;male  ;78;11/24/1945;175;66.4;23000;88 Avenue des Tuileries      ;GUÉRET              ;527.126.383;20057
Bonsaint    ;Gaspar    ;male  ;84;10/8/1939;182;94.9;78100;16 rue du Château            ;SAINT-GERMAIN-EN-LAY;101.106.331;20058
Fontaine    ;Auguste   ;male  ;35;10/17/1988;186;71.6;78190;65 avenue Jean Portalis      ;TRAPPES             ;159.656.418;20059
Dupuy       ;Prunella  ;female;25;6/12/1998;168;53.3;91940;15 rue du Paillle en queue   ;LES ULIS            ;184.656.864;20060
Deniger     ;Claudette ;female;68;12/12/1955;170;51.6;59000;18 Chemin Challet            ;LILLE               ;362.951.826;20061
Fouquet     ;Yseult    ;female;20;5/8/2004;154;81.8;80000;79 rue de Geneve             ;AMIENS              ;391.667.974;20062
Brault      ;Ferragus  ;male  ;65;8/29/1958;169;102;91000;3 rue Gustave Eiffel         ;RIS-ORANGIS         ;144.234.172;20063
Goudreau    ;Laure     ;female;77;11/14/1946;154;70.2;59210;2 rue Victor Hugo            ;COUDEKERQUE-BRANCHE ;332.210.637;20064
Benoit      ;Brie      ;female;55;8/17/1968;172;60.1;94600;29 rue Ernest Renan          ;CHOISY-LE-ROI       ;162.417.412;20065
Primeau     ;Pascaline ;female;31;6/14/1992;162;53.1;25200;65 rue Bonneterie            ;MONTBÉLIARD         ;395.249.729;20066
Demers      ;Lotye     ;female;82;8/31/1941;165;54.1;94210;93 rue du Clair Bocage       ;LA VARENNE-SAINT-HIL;172.727.475;20067
Meunier     ;Archaimbau;male  ;36;6/27/1987;179;103.9;83400;96 rue des Lacs              ;HYÈRES              ;410.118.328;20068
Auger       ;Verney    ;male  ;38;3/30/1986;179;64.6;13010;84 cours Franklin Roosevelt  ;MARSEILLE           ;491.992.884;20069
Fournier    ;Nicolas   ;male  ;52;8/21/1971;181;100;18000;96 rue Petite Fusterie       ;BOURGES             ;232.157.356;20070
Racine      ;Mason     ;male  ;21;12/3/2002;186;59.7;77380;53 Place de la Gare          ;COMBS-LA-VILLE      ;141.661.642;20071
Pépin       ;Pryor     ;male  ;41;7/23/1982;175;82.7;97139;22 rue du Général Ailleret   ;LES ABYMES          ;598.987.374;20072
Allain      ;Manon     ;female;62;11/3/1961;170;63.7;97480;16 rue du Château            ;SAINT-JOSEPH        ;202.854.556;20073
Huot        ;Laurence  ;female;77;5/23/1946;150;71.6;18000;14 rue Petite Fusterie       ;BOURGES             ;220.213.762;20074
Lagacé      ;Adorlee   ;female;67;8/27/1956;162;97.4;94120;66 Boulevard de Normandie    ;FONTENAY-SOUS-BOIS  ;131.979.357;20075
Grenier     ;Lorraine  ;female;62;6/4/1961;162;100.1;74000;33 Chemin Des Bateliers      ;ANNECY              ;487.831.393;20076
Longpré     ;Margaux   ;female;44;10/14/1979;171;85.6;92310;32 avenue Jules Ferry        ;SÈVRES              ;109.035.290;20077
Jodoin      ;Marguerite;female;84;2/25/1940;154;64.3;33170;70 avenue Ferdinand de Lessep;GRADIGNAN           ;513.040.174;20078
Poirier     ;Eliot     ;male  ;28;11/30/1995;174;62;75011;44 Place de la Madeleine     ;PARIS               ;101.733.558;20079
Villeneuve  ;Verney    ;male  ;51;8/28/1972;179;103;6300;77 rue des Chaligny          ;NICE                ;431.496.633;20080
Cotuand     ;Villette  ;female;68;8/29/1955;152;98.2;83700;19 rue de la Hulotais        ;SAINT-RAPHAËL       ;451.462.907;20081
Paiement    ;Arthur    ;male  ;70;7/28/1953;178;102.2;23000;28 Avenue des Tuileries      ;GUÉRET              ;590.083.196;20082
Ratté       ;Fauna     ;female;47;11/3/1976;156;97.8;92360;88 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;138.555.974;20083
Labossière  ;Victor    ;male  ;70;2/9/1954;171;105.9;44120;68 Rue Frédéric Chopin       ;VERTOU              ;211.049.987;20084
Bureau      ;Maureen   ;female;50;6/20/1973;173;92.7;94500;34 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;145.524.516;20085
Phaneuf     ;Monique   ;female;33;2/15/1991;161;93.8;6600;22 Avenue De Marlioz         ;ANTIBES             ;463.432.071;20086
Latourelle  ;Yseult    ;female;20;11/26/2003;174;47.2;54100;34 place Stanislas           ;NANCY               ;325.670.216;20087
de Launay   ;Marshall  ;male  ;47;11/10/1976;171;100.4;31700;20 rue Marie de Médicis      ;BLAGNAC             ;534.558.251;20088
Dastous     ;Pierpont  ;male  ;74;2/7/1950;180;81.6;33160;76 rue des Dunes             ;SAINT-MÉDARD-EN-JALL;588.097.108;20089
Varieur     ;Annette   ;female;49;9/17/1974;164;64.4;92800;63 rue de Penthièvre         ;PUTEAUX             ;151.906.999;20090
Ruest       ;Saber     ;male  ;75;6/27/1948;184;62.7;33300;40 cours Jean Jaures         ;BORDEAUX            ;528.700.432;20091
Parrot      ;Benjamin  ;male  ;77;7/16/1946;167;76.5;38300;86 rue Petite Fusterie       ;BOURGOIN-JALLIEU    ;472.193.903;20092
Ferland     ;Fitz      ;male  ;34;6/15/1989;184;84.9;35300;78 rue Isambard              ;FOUGÈRES            ;295.150.260;20093
Pichette    ;Prunella  ;female;81;11/25/1942;166;73.7;69100;99 rue Marguerite            ;VILLEURBANNE        ;413.254.408;20094
Proulx      ;Eulalie   ;female;64;12/4/1959;172;96.8;93140;48 avenue de l'Amandier      ;BONDY               ;144.881.602;20095
Veronneau   ;Cher      ;female;47;9/20/1976;174;79.8;94320;74 rue du Faubourg National  ;THIAIS              ;122.466.611;20096
Laberge     ;Garland   ;female;37;5/1/1987;160;60.1;37000;80 quai Saint-Nicolas        ;TOURS               ;293.969.613;20097
Josseaume   ;Marcelle  ;female;37;2/23/1987;172;61.3;28100;94 rue Cazade                ;DREUX               ;225.876.958;20098
Villeneuve  ;Andrée    ;female;53;10/25/1970;156;80.7;42000;80 rue Sébastopol            ;SAINT-ÉTIENNE       ;441.414.709;20099
Rocher      ;Laure     ;female;22;5/25/2001;163;59.6;75005;78 rue Nationale             ;PARIS               ;179.400.889;20100
Mothé       ;Odette    ;female;49;11/18/1974;160;87.1;83000;69 rue du Fossé des Tanneurs ;TOULON              ;413.370.688;20101
Bienvenue   ;Alphonse  ;male  ;64;8/19/1959;171;103.7;97142;55 rue du Général Ailleret   ;LES ABYMES          ;557.514.954;20102
Bellemare   ;Aubrey    ;male  ;44;12/3/1979;177;113.6;76600;34 rue Michel Ange           ;LE HAVRE            ;205.295.229;20103
Bérard      ;Dominique ;female;67;4/21/1957;163;87.8;59240;6 rue Cazade                 ;DUNKERQUE           ;392.076.962;20104
Flamand     ;Allyriane ;female;61;8/24/1962;165;90;64000;16 Faubourg Saint Honoré     ;PAU                 ;529.511.933;20105
Richer      ;Delmar    ;male  ;39;4/28/1985;180;104.2;62300;82 rue du Général Ailleret   ;LENS                ;322.978.988;20106
Bourassa    ;Paulette  ;female;53;10/23/1970;154;74.5;59300;53 avenue de Provence        ;VALENCIENNES        ;312.013.267;20107
Blanchard   ;Hortense  ;female;45;7/17/1978;173;66.3;31100;41 rue Pierre De Coubertin   ;TOULOUSE            ;525.073.921;20108
Leclair     ;Jeannine  ;female;66;1/23/1958;166;99.1;56000;46 avenue de Provence        ;VANNES              ;251.958.145;20109
de Chateaub ;Harbin    ;male  ;67;5/27/1956;181;80.1;83140;79 avenue Jules Ferry        ;SIX-FOURS-LES-PLAGES;450.012.164;20110
Melanson    ;Gaston    ;male  ;44;11/15/1979;168;86.3;62700;25 rue Grande Fusterie       ;BRUAY-LA-BUISSIÈRE  ;239.208.717;20111
Gervais     ;Victorine ;female;59;5/24/1964;169;59.2;47000;81 rue Gontier-Patin         ;AGEN                ;597.951.558;20112
LeBatelier  ;Simone    ;female;47;5/21/1976;162;63.6;93600;64 rue Sadi Carnot           ;AULNAY-SOUS-BOIS    ;112.218.017;20113
Bouvier     ;Vincent   ;male  ;83;5/14/1941;170;92.4;49100;46 Chemin Des Bateliers      ;ANGERS              ;235.840.246;20114
Bourget     ;Gaetane   ;female;56;3/31/1968;171;101.6;76620;18 rue Michel Ange           ;LE HAVRE            ;241.980.940;20115
Corbeil     ;Cammile   ;female;29;6/27/1994;168;92.1;35300;37 rue Isambard              ;FOUGÈRES            ;298.946.339;20116
Lampron     ;Belle     ;female;52;1/20/1972;157;97.8;92350;35 rue Adolphe Wurtz         ;LE PLESSIS-ROBINSON ;176.264.384;20117
Gougeon     ;Mandel    ;male  ;55;7/6/1968;176;105.1;62400;39 rue Marie de Médicis      ;BÉTHUNE             ;335.833.017;20118
Voisine     ;Roland    ;male  ;74;2/11/1950;184;62.2;95100;89 Avenue De Marlioz         ;ARGENTEUIL          ;192.913.426;20119
Lamontagne  ;Fantina   ;female;24;10/26/1999;168;68.1;33300;11 cours Jean Jaures         ;BORDEAUX            ;542.387.587;20120
Hachée      ;Élisabeth ;female;66;2/4/1958;159;50.6;85000;58 rue du Clair Bocage       ;LA ROCHE-SUR-YON    ;264.128.925;20121
Lessard     ;Guillaume ;male  ;21;11/23/2002;186;59.3;84000;2 Rue Joseph Vernet          ;AVIGNON             ;485.488.241;20122
Gilbert     ;Voleta    ;female;37;7/9/1986;168;55.5;56100;26 Rue Hubert de Lisle       ;LORIENT             ;259.371.623;20123
Boulanger   ;Avice     ;female;68;10/10/1955;160;62.1;80080;2 rue de Geneve              ;AMIENS              ;397.143.392;20124
Villeneuve  ;Tearlach  ;male  ;69;9/2/1954;181;92.5;30000;72 boulevard de Prague       ;NÎMES               ;480.532.275;20125
Bois        ;Armina    ;female;53;8/28/1970;157;59.2;77176;14 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE   ;192.927.419;20126
Marceau     ;Normand   ;male  ;70;5/23/1953;181;78.7;93400;5 rue Gouin de Beauchesne    ;SAINT-OUEN          ;142.767.185;20127
St-Jean     ;Blanchefle;female;58;5/1/1966;156;101.7;13800;44 route de Lyon             ;ISTRES              ;444.863.665;20128
Duclos      ;Julie     ;female;36;7/31/1987;163;67.9;94240;56 rue du Paillle en queue   ;L'HAŸ-LES-ROSES     ;166.105.924;20129
Boisclair   ;Langley   ;male  ;68;11/4/1955;169;63.1;83140;73 avenue Jules Ferry        ;SIX-FOURS-LES-PLAGES;489.100.198;20130
Royer       ;Émile     ;male  ;19;5/2/2005;167;54;89100;85 avenue de Bouvines        ;SENS                ;346.834.091;20131
Plante      ;Pomeroy   ;male  ;40;12/7/1983;175;63.6;59493;67 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;394.792.624;20132
Lang        ;Antoine   ;male  ;24;9/1/1999;177;103.2;54500;20 avenue de Provence        ;VANDOEUVRE-LÈS-NANCY;386.178.930;20133
St-Jacques  ;Arnaud    ;male  ;62;1/19/1962;175;105.7;97600;45 Rue de la Pompe           ;MAMOUDZOU           ;247.130.221;20134
Sicard      ;Gay       ;female;28;3/3/1996;163;63.2;8000;11 place Maurice-Charretier  ;CHARLEVILLE-MÉZIÈRES;372.060.896;20135
Garceau     ;Esmeraude ;female;19;5/24/2004;161;62.7;91940;74 rue du Paillle en queue   ;LES ULIS            ;141.508.634;20136
Monrency    ;Marthe    ;female;49;12/24/1974;166;69.5;59210;86 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;300.312.492;20137
Daoust      ;Agathe    ;female;56;9/2/1967;171;98.5;44700;80 boulevard Amiral Courbet  ;ORVAULT             ;272.746.344;20138
Lagueux     ;Brice     ;female;27;2/10/1997;159;60.1;30900;24 boulevard de Prague       ;NÎMES               ;480.251.526;20139
Michel      ;Bevis     ;male  ;70;9/2/1953;169;93.5;6600;62 Avenue De Marlioz         ;ANTIBES             ;415.755.564;20140
Babin       ;Talbot    ;male  ;46;8/7/1977;183;113;95400;94 rue Marguerite            ;VILLIERS-LE-BEL     ;153.953.314;20141
Dupéré      ;Arnaud    ;male  ;73;2/1/1951;169;86.4;93220;24 rue Saint Germain         ;GAGNY               ;155.831.045;20142
Barrette    ;Leroy     ;male  ;32;2/24/1992;171;75.6;74200;96 rue du Fossé des Tanneurs ;THONON-LES-BAINS    ;498.278.840;20143
Roux        ;Dielle    ;female;71;8/11/1952;162;89.4;92150;93 rue Descartes             ;SURESNES            ;107.318.182;20144
Gregoire    ;Hedvige   ;female;56;12/2/1967;160;52.5;92700;15 Place de la Gare          ;COLOMBES            ;147.303.470;20145
Guertin     ;Loyal     ;male  ;33;6/15/1990;181;83.5;17300;28 rue de Groussay           ;ROCHEFORT           ;531.994.981;20146
Jobin       ;Carolos   ;male  ;45;6/7/1978;182;87.6;92290;37 rue du Gue Jacquet        ;CHÂTENAY-MALABRY    ;136.958.094;20147
Lamothe     ;Senapus   ;male  ;49;9/26/1974;180;78;46000;22 Chemin Du Lavarin Sud     ;CAHORS              ;502.322.545;20148
Chatigny    ;Wyatt     ;male  ;70;5/1/1954;168;81.4;69009;98 rue Banaudon              ;LYON                ;476.124.452;20149
Louineaux   ;Dixie     ;female;61;3/9/1963;168;82.6;92100;21 cours Jean Jaures         ;BOULOGNE-BILLANCOURT;196.356.877;20150
Sanschagrin ;Legget    ;male  ;28;4/16/1996;181;89.7;13016;6 Quai des Belges            ;MARSEILLE           ;463.637.019;20151
Bouchard    ;Charline  ;female;49;4/18/1975;164;59;93130;31 Rue Roussy                ;NOISY-LE-SEC        ;155.868.202;20152
Galarneau   ;Noël      ;male  ;37;1/18/1987;183;89.2;62100;71 Chemin Du Lavarin Sud     ;CALAIS              ;336.144.555;20153
Leroy       ;Georges   ;male  ;64;10/8/1959;186;106.7;91350;6 Avenue des Tuileries       ;GRIGNY              ;188.719.442;20154
Cliche      ;Lyle      ;male  ;32;12/14/1991;189;76;93130;94 Rue Roussy                ;NOISY-LE-SEC        ;109.404.656;20155
Tessier     ;Verney    ;male  ;79;3/22/1945;166;82.7;59140;74 rue Cazade                ;DUNKERQUE           ;393.190.130;20156
Gladu       ;Chapin    ;male  ;66;11/14/1957;167;103.6;79000;9 boulevard de Prague        ;NIORT               ;524.181.448;20157
Alexandre   ;Germain   ;male  ;82;1/13/1942;174;64.9;97110;74 rue de la Boétie          ;POINTE-À-PITRE      ;564.844.138;20158
Douffet     ;Slainie   ;female;84;3/6/1940;164;58.2;6160;33 rue des Soeurs            ;JUAN-LES-PINS       ;401.475.956;20159
Rocheleau   ;Corinne   ;female;70;7/21/1953;154;52.1;91600;59 rue du Président Roosevelt;SAVIGNY-SUR-ORGE    ;182.460.805;20160
Brault      ;Alphonse  ;male  ;37;7/13/1986;177;67;93250;65 Place Charles de Gaulle   ;VILLEMOMBLE         ;159.663.393;20161
Duplessis   ;Avril     ;female;79;10/19/1944;169;71.2;15000;90 rue Sadi Carnot           ;AURILLAC            ;482.981.112;20162
